run,document,registration_status,registration_reason,scope,field_or_line,engine,role,attempt_order,result,reason,value,claim_disposition,total_charge_disp,total_charge_value,gap_classes,service_line_charges,router_reason
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.031,OK,,field,patient_dob,paddleocr,primary,1,SUCCESS,OBSERVED,11/14/1985,HITL,ESCALATE,,EMPTY_FINANCIAL_INK,0,POLICY_SATISFIED
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.031,OK,,field,insured_name,paddleocr,primary,1,SUCCESS,OBSERVED,CRUZ FREDY,HITL,ESCALATE,,EMPTY_FINANCIAL_INK,0,POLICY_SATISFIED
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.031,OK,,field,total_charge,tesseract_digits,fill_fallback,1,ATTEMPTED,PSM_8,,HITL,ESCALATE,,EMPTY_FINANCIAL_INK,0,CHARGE_DIGITS_FAST
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.031,OK,,field,total_charge,azure_gpt4o_crop,residual_model,2,ABSTAIN_OR_EMPTY,GPT4O_ABSTAIN,,HITL,ESCALATE,,EMPTY_FINANCIAL_INK,0,CHARGE_DIGITS_FAST
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.034,OK,,field,insured_id_number,paddleocr,primary,1,SUCCESS,OBSERVED,47739518,HITL,AUTO_ACCEPTED,1165.00,EVIDENCE_POLICY_GAP,1,POLICY_SATISFIED
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.034,OK,,field,patient_name,paddleocr,primary,1,EMPTY_OBSERVED,OBSERVED,,HITL,AUTO_ACCEPTED,1165.00,EVIDENCE_POLICY_GAP,1,POLICY_SATISFIED
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.034,OK,,field,patient_name,rapidocr,confirmation,2,SUCCESS,OBSERVED,ICmau cui. Amma M,HITL,AUTO_ACCEPTED,1165.00,EVIDENCE_POLICY_GAP,1,POLICY_SATISFIED
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.034,OK,,field,patient_dob,paddleocr,primary,1,EMPTY_OBSERVED,OBSERVED,,HITL,AUTO_ACCEPTED,1165.00,EVIDENCE_POLICY_GAP,1,POLICY_SATISFIED
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.034,OK,,field,patient_dob,rapidocr,confirmation,2,SUCCESS,OBSERVED,2015,HITL,AUTO_ACCEPTED,1165.00,EVIDENCE_POLICY_GAP,1,POLICY_SATISFIED
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.034,OK,,field,patient_dob,tesseract,fill_fallback,3,SUCCESS,OBSERVED,LS ol 5 1 1 1 1 3 120 0 51 18 10.490486 A252. 5 1 1 1 1 4 175 0 16 18 10.490486 PF,HITL,AUTO_ACCEPTED,1165.00,EVIDENCE_POLICY_GAP,1,POLICY_SATISFIED
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.034,OK,,field,patient_dob,azure_gpt4o_crop,residual_model,4,SUCCESS,GPT4O_SHAPED_ACCEPTED,08/01/2020,HITL,AUTO_ACCEPTED,1165.00,EVIDENCE_POLICY_GAP,1,POLICY_SATISFIED
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.034,OK,,field,insured_name,paddleocr,primary,1,EMPTY_OBSERVED,OBSERVED,,HITL,AUTO_ACCEPTED,1165.00,EVIDENCE_POLICY_GAP,1,POLICY_SATISFIED
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.034,OK,,field,insured_name,rapidocr,confirmation,2,SUCCESS,OBSERVED,Cmnauani. Aiait. M,HITL,AUTO_ACCEPTED,1165.00,EVIDENCE_POLICY_GAP,1,POLICY_SATISFIED
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.034,OK,,field,total_charge,tesseract_digits,fill_fallback,1,ATTEMPTED,PSM_8,,HITL,AUTO_ACCEPTED,1165.00,EVIDENCE_POLICY_GAP,1,CHARGE_DIGITS_FAST
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.034,OK,,field,total_charge,azure_gpt4o_crop,residual_model,2,ABSTAIN_OR_EMPTY,GPT4O_ABSTAIN,,HITL,AUTO_ACCEPTED,1165.00,EVIDENCE_POLICY_GAP,1,CHARGE_DIGITS_FAST
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.034,OK,,service_line,service_line_1,paddleocr,primary,1,SUCCESS,OBSERVED,1165.00,HITL,AUTO_ACCEPTED,1165.00,EVIDENCE_POLICY_GAP,1,POLICY_SATISFIED|GPT4O_SHAPED_ACCEPTED|CHARGE_GPT4O_CORROBORATED
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.034,OK,,service_line,service_line_1,tesseract_digits,fill_fallback,2,ATTEMPTED,PSM_8,,HITL,AUTO_ACCEPTED,1165.00,EVIDENCE_POLICY_GAP,1,POLICY_SATISFIED|GPT4O_SHAPED_ACCEPTED|CHARGE_GPT4O_CORROBORATED
hackathon_charge_line_smoke_v12_stack,Group A/M048DJJM.034,OK,,service_line,service_line_1,azure_gpt4o_crop,residual_model,3,SUCCESS,GPT4O_SHAPED_ACCEPTED,1165.00,HITL,AUTO_ACCEPTED,1165.00,EVIDENCE_POLICY_GAP,1,POLICY_SATISFIED|GPT4O_SHAPED_ACCEPTED|CHARGE_GPT4O_CORROBORATED
